node_i,node_j,exact_energy,projected_energy,residual_norm,reachable_rank
7,47,inf,33841.30343871448,0.00021650815498843788,14
7,48,inf,29312.75625214342,0.0003678307070867693,14
7,49,inf,25372.738783570116,0.00033376351665157216,14
7,50,inf,13467.979694330657,0.0002784202158451775,14
7,51,inf,8139.64400228459,0.0002569111104621289,14
7,52,inf,7509.566534578919,0.00024931241608665115,14
7,53,inf,8020.470314300981,0.0002414284722116782,14
7,54,inf,22003.703162701826,0.0002876324925371713,14
7,55,inf,40154.04201423062,0.0003557938379988952,14
7,56,inf,46016.43280676924,0.000493910520991468,14
7,57,inf,31482.679408712713,0.0003857601055944831,14
7,58,inf,19127.24645583561,0.00030377193914014574,14
7,59,inf,11303.959034934453,0.00024671644885569406,14
7,60,inf,15172.961854424802,0.00028934016516917095,14
7,61,inf,18711.161377351593,0.0002946603913521584,14
7,62,inf,28883.651905684015,0.0003355555407209299,14
7,63,inf,61006.271652518735,0.000429876834543577,14
8,9,inf,47449.49354610993,0.0007377267792872191,13
8,10,inf,12176.335800983097,0.0006309892773280094,13
8,11,inf,3132.1988956997743,0.0005397795952100769,13
8,12,inf,88394.60013102138,0.0004452461299287287,14
8,13,inf,4154.686927033495,0.0006487022670600331,13
8,14,inf,22691.453994702628,0.000770119071898646,13
8,15,inf,116494.09120185919,0.0008270471746994755,13
8,16,inf,31514.04985753827,0.0007547813960582827,13
8,17,inf,109524.29794131112,0.0005664056505590242,14
8,18,inf,6227.923216038093,0.00047668697585161136,13
8,19,inf,44143.797219085835,0.00023210146919305848,15
8,20,inf,59748.79128474786,0.0002622493031760154,15
8,21,inf,125673.45390901712,0.00035795067746625394,15
8,22,inf,12847.8590992438,0.0005893212368283183,14
8,23,inf,88166.72424215169,0.0006554652238482263,14
8,24,inf,44184.77025270325,0.0005875174869916474,14
8,25,inf,28169.025401715313,0.0004097594562998022,14
8,26,inf,7504.491737766831,0.0002737902641930067,14
8,27,inf,9838.696405282746,0.00018579235276179072,15
8,28,inf,10150.097214820753,0.00021619380475059125,15
8,29,inf,20067.33762988918,0.00022862973254903328,15
8,30,inf,10862.532726897756,0.00037319192796063356,14
8,31,inf,56081.91114595079,0.0005222676504986094,14
8,32,inf,15411.227494007324,0.0003919193906495928,14
8,33,inf,7620.658149696334,0.0002837535592580647,14
8,34,inf,1021.0503516773324,0.0002179806894806917,14
8,35,inf,3053.235791969642,0.0001729622471364106,15
8,36,inf,3993.869589029696,0.00020087129129326849,15
8,37,inf,3603.803144050933,0.00020003119880632525,15
8,38,inf,4759.912321630205,0.0002429676665285019,14
8,39,inf,31397.854694736063,0.00033652507750225766,14
8,40,inf,4997.320112278375,0.0001439983140012873,14
8,41,inf,1790.89456455516,0.00013729422693928113,14
8,42,inf,383.15240847527014,0.00016332098011563102,14
8,43,inf,327.37381044041314,0.00018335970552705482,14
8,44,inf,372.1670855409103,0.0001548388368673852,14
8,45,inf,354.1746278476802,0.00015007823457532357,14
